National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Label,State Code,Country Code,Provider Type Label,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1710925540,COPENHAVER,O.D.,2,1,BOONE,286074738,6,NC,US,11,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,72,72,72,137.67,0,150,0,89.29
1407801061,SHAHAB,MD,1,1,LISLE,60532,9,IL,US,26,Hematology/Oncology,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,27,20,27,40.73,0,83,0,32.58
1831289891,RAHIM,MD,1,1,BECKLEY,258013140,10,WV,US,1,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,52,52,52,150.39,0,164,0,100.48
1336302462,CURRIER,MD,1,1,LOUISVILLE,402025302,41,KY,US,5,Diagnostic Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",N,93,90,93,8.63,0,26,0,6.45
1275700445,KHAN,MD,1,1,DALLAS,75251,27,TX,US,1,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,35,27,35,37.73,0,82.34,0.75,30.18
1689655508,PAUL,MD,1,1,FARMINGTON HILLS,483342262,3,MI,US,1,Internal Medicine,Y,O,G0009,Administration of pneumococcal vaccine,N,14,14,14,24.99,0,30,0,23.21
1093777096,LEE,MD,1,1,BELLEVUE,980044604,2,WA,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,167,161,167,109.3,0,255.87,12.33,87.44
1811909179,CONDIT,D.O.,1,1,EASTON,216013824,4,MD,US,14,Cardiology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,158,98,158,70.95,0,97.95,1.4,56.73
1740249457,MAGNET,MD,1,1,WOODBURY,80963162,5,NJ,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,627,240,627,110.52,0,125.78,9.79,80.7
1083706170,SHERTER,MD,1,1,WATERBURY,6708,28,CT,US,24,Pulmonary Disease,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,396,193,393,104.67,0,165.27,25.63,83.32
1912975392,HLAING,MD,1,1,LA CROSSE,546018806,23,WI,US,1,Internal Medicine,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,699,542,644,8.19,0.39,87.08,8.08,5.88
1912044264,SAYER,MD,1,1,HOMER,99603,51,AK,US,19,General Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,41,35,41,88.51,0,166.46,9.83,67.51
1831126754,LANCEFIELD,MD,2,1,PLAINSBORO,8536,5,NJ,US,1,Internal Medicine,Y,O,90662,Vaccine for influenza injection,Y,17,17,17,30.92,0,40,0,30.92
1881609998,WALGREEN CO,O,3,2,FORT LAUDERDALE,333042332,1,FL,US,10,Mass Immunization Roster Biller,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,103,103,103,12.59,0,12.59,0,12.59
1730266842,BERNARD,MD,1,1,CHAPEL HILL,275990001,6,NC,US,18,Medical Oncology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,165,55,165,72.88,0,186.56,0.5,54.74
1457305955,HARIDAS,MD,1,1,LANGHORNE,190471209,15,PA,US,14,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,93,92,92,191.92,63.61,538.94,298.89,149.54
1871685743,JACKSON,MD,2,1,NASHVILLE,372052013,25,TN,US,14,Cardiology,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,398,309,398,17.45,0,44,0,12.51
1871683383,PITMAN,MD,1,1,COLORADO SPRINGS,809076819,37,CO,US,5,Diagnostic Radiology,Y,F,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,32,31,32,33.42,0,96,0,25.9
1487869103,DOLINA,MD,2,1,YORK,174028200,15,PA,US,24,Pulmonary Disease,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,542,236,542,214.02,0.09,496,0,169.83
1730165531,SCHMITT,MD,1,1,SPRINGFIELD,658022047,16,MO,US,16,Emergency Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,12,12,12,209.62,0,531.21,0,167.7
1902888274,RATLIFF,M D,1,1,NORMAN,730716424,26,OK,US,1,Internal Medicine,Y,O,85610,"Blood test, clotting time",N,282,24,282,5.56,0,15,0,5.56
1316021785,OLAFSSON,MD,1,1,WEST BEND,530959274,23,WI,US,24,Pulmonary Disease,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,45,25,45,135.2,0,395.4,24.1,103.35
1205803483,NEALE,D.O.,1,1,SOUTH HOLLAND,604732274,9,IL,US,2,Family Practice,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,106,67,106,56.37,0,145,0,39.34
1669406369,THE KROGER CO,O,3,2,COLUMBUS,432131519,31,OH,US,10,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,Y,100,100,100,30.92,0,30.92,0,30.92
1962600387,MINER,MD,1,1,HURON,573502522,46,SD,US,1,Internal Medicine,Y,O,71020,"X-ray of chest, 2 views, front and side",N,227,184,227,20.16,10.11,21.96,11.18,14.86
1609028000,ABBAS,O,2,1,SHREVEPORT,711034228,22,LA,US,1,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,24,24,24,67.02,0,454.96,4.6,53.62
1922117969,WIGLE,MD,1,1,ROCHESTER,559050001,20,MN,US,29,Thoracic Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,68,68,68,67.69,0,77.61,0.59,52.52
1053496554,BINDER,DPM,1,1,PONTIAC,483403412,3,MI,US,34,Podiatry,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,42,25,42,25.36,2.34,25.48,3.05,20.29
1245309137,LEVINSON,O.D.,1,1,SYRACUSE,132083217,13,NY,US,11,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,59,59,59,99.63,0,118.56,10.58,74.66
1376679514,KAMBHATLA,MD,2,1,GARDEN CITY,481352459,3,MI,US,1,Internal Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,176,118,176,3,0,10,0,2.97
1790775427,MENDELSON,MD,1,1,WARREN,480933400,3,MI,US,20,Orthopedic Surgery,Y,O,73562,"X-ray of knee, 3 views",N,329,198,286,43.85,11.71,98.48,26.29,34.33
1356336317,DESVIGNE,MD,1,1,PEORIA,853814847,29,AZ,US,28,Plastic and Reconstructive Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,18,14,18,69.72,0,150,0,55.76
1275512451,PETERSEN,ARNP,2,1,LIBERTY LAKE,990199514,2,WA,US,4,Nurse Practitioner,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,113,54,113,56.09,0,145,0,44.65
1780891358,WEBB,MD,2,1,LEXINGTON,405360001,41,KY,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,88,28,88,65.89,0,135,0,52.71
1235205485,DICHIARA PASTORE,OD,2,1,CRANSTON,29206068,48,RI,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,38,29,38,73.29,0,78,0,50.51
1073661500,KYRIAZIS,MD,1,1,MOBILE,366072303,24,AL,US,49,Cardiac Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,43,42,43,64.93,0,85,0,48.32
1821004342,MCDOWELL,MD,1,1,INDIANA,157012776,15,PA,US,14,Cardiology,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,15,11,15,17.87,0,39,0,7.19
1861576720,SHAPLEY-QUINN,MD,1,1,HILLSBOROUGH,272788503,6,NC,US,2,Family Practice,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,24,24,24,64.7,2.84,73.38,11.91,59.22
1154434975,DATLA,MD,2,1,ST CLAIR SHORES,48080,3,MI,US,1,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,244,157,244,73.22,0,95,0,58.58
1134180664,GAEKE,MD,2,1,MIDDLETOWN,450423804,31,OH,US,26,Hematology/Oncology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,35,28,35,135.06,0,183,0,99.76
1164466082,COTTEN,MD,1,1,JACKSON,392164635,14,MS,US,14,Cardiology,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,235,191,199,8.11,0,39.71,2.79,6.23
1699718981,WOOD,MD,1,1,WAYNESBORO,39367,14,MS,US,37,General Practice,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,769,186,769,36.3,0,53,0,28.99
1881895126,BURRI,MD,1,1,HARRISONBURG,228015324,21,VA,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,307,164,307,102.1,0,135,0,71.6
1659582369,BOSTICK,MD,2,1,TUSCALOOSA,354012029,24,AL,US,26,Hematology/Oncology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,611,256,611,65.94,0,134,0,52.75
1083616775,HARRIS,D.P.M.,1,1,BOCA RATON,334281703,1,FL,US,34,Podiatry,Y,F,99308,"Subsequent nursing facility visit, typically 15 minutes per day",N,11,11,11,69.61,0,125,0,55.69
1528039682,ANDERHOLM,MD,1,1,BAXTER,56425,20,MN,US,40,Psychiatry,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,55,19,55,68.06,0,120.36,0.77,49.45
1558395095,WEBB,O.D.,1,1,ATWATER,953013502,11,CA,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,29,26,29,73.15,0,83.17,0.91,50.44
1427120138,CHRISTIE,O.D.,1,1,WARNER ROBINS,310886473,36,GA,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,190,106,190,66.71,0,70,0,48.91
1902965791,ZANER,MD,1,1,COLUMBIA,652015844,16,MO,US,13,Anesthesiology,Y,F,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,19,19,19,31.73,0,150,0,25.38
1598779118,CLARK,MD,1,1,METAIRIE,700021623,22,LA,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,93,90,93,57.99,0,264.08,6.12,39.12
1861533473,DAGLI,MD,1,1,PHILADELPHIA,191044206,15,PA,US,55,Interventional Radiology,Y,F,71020,"X-ray of chest, 2 views, front and side",N,35,35,35,11.03,0,33,0,8.82
1376517466,BACKER,MD,1,1,ARLINGTON,22205,21,VA,US,5,Diagnostic Radiology,Y,F,73630,"X-ray of foot, minimum of 3 views",N,22,21,21,8.9,0,44,0,6.15
1952340432,LAMBERT,MD,1,1,CUMBERLAND,215021854,4,MD,US,5,Diagnostic Radiology,Y,F,73030,"X-ray of shoulder, minimum of 2 views",N,180,162,165,10.02,0,39.53,3.93,7.05
1083618631,BLEEKER,PA,2,1,SIOUX FALLS,571105737,46,SD,US,8,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,92,91,92,54.08,5.2,96.49,45.69,35.65
1760572606,WHITE DRUG CO OF JAMESTOWN INC,O,3,2,BISMARCK,585014087,43,ND,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,113,111,113,20.44,5.08,20.88,6.29,20.44
1366693061,ODOM,MD,2,1,LONGWOOD,327505222,1,FL,US,58,Gynecological/Oncology,Y,O,G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,80,80,80,37.33,0,73,0,37.33
1841387198,JOHNSON,CRNA,2,1,ST LOUIS,63118,16,MO,US,7,CRNA,Y,F,740,Anesthesia for procedure on gastrointestinal tract using an endoscope,N,24,23,24,159.28,10.77,565.25,33.55,125.77
1013933019,HINZE,D.O.,1,1,AUSTIN,787051923,27,TX,US,39,Critical Care (Intensivists),Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,98,75,98,103.75,0,131,0,77.61
1811072051,WOODS,O,2,1,TUCSON,857123020,29,AZ,US,1,Internal Medicine,Y,F,71010,"X-ray of chest, 1 view, front",N,15,15,15,8.8,0,32,0,6.57
1386687598,FRED MEYER STORES INC,O,3,2,KENT,980326539,2,WA,US,10,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,154,154,154,14.3,3.13,14.3,3.13,14.3
1093873846,TORRICELLI,MD,1,1,CAPE CORAL,339092702,1,FL,US,1,Internal Medicine,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,"1,199",749,"1,199",11.02,0,17.26,0,11.02
1174505705,FOLEY,MD,1,1,MADISON,53792,23,WI,US,16,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,152,151,152,162.38,0,982.05,13.41,127.3
1023155330,SACHDEV,O,2,1,COLUMBUS,432031278,31,OH,US,14,Cardiology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,54,46,54,68.47,0,160,0,49.19
1023040268,HAQUE,MD,1,1,MELVILLE,117474230,13,NY,US,13,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,40,40,40,173.27,27.09,272.85,96.03,135.82
1992927982,MARDO,MD,2,1,WESLEY CHAPEL,335447428,1,FL,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,150,103,150,70.65,0,90,0,48.79
1922094358,NGUYEN,MD,2,1,HARVEY,700582302,22,LA,US,1,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,55,48,55,69.43,0,136,0,42.34
1194906891,TLHABANO,MD,1,1,WINSTON SALEM,271570001,6,NC,US,1,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,44,43,44,128.67,0.33,302.36,22.8,97.7
1992913636,DO,MD,1,1,MIDLOTHIAN,231143267,21,VA,US,1,Internal Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,253,242,253,191.48,0,476.52,42.45,153.06
1528095684,FELDMAN,D.O.,1,1,ALLENTOWN,181036224,15,PA,US,14,Cardiology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,15,15,15,153.96,0,315,0,113.58
1356572101,BABCOCK,DO,1,1,ROCK SPRINGS,82901,47,WY,US,2,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,25,23,25,42.86,0,83,0,30.63
1013910322,TRUE,D.C.,1,1,DANVILLE,404230931,41,KY,US,43,Chiropractic,Y,O,98941,"Chiropractic manipulative treatment, 3 to 4 spinal regions",N,127,11,127,33.48,0,58,0,24.58
1750477139,ALMEKY,MD,1,1,KINGSTON,187043601,15,PA,US,1,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,28,28,28,22.64,0,25,0,22.64
1225014582,LAMBSON,MD,1,1,KING OF PRUSSIA,194062826,15,PA,US,13,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,75,75,75,90.09,14.47,764.4,110.35,69.96
1861598658,POLEK-NOWAKOWSKA,MD,2,1,GONZALES,707376901,22,LA,US,31,Gastroenterology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,76,76,76,148.53,0,169,0,113.3
1770678583,BELL,MD,1,1,AKRON,443338320,31,OH,US,20,Orthopedic Surgery,Y,F,20610,Aspiration or injection of large joint or joint capsule,N,176,128,170,50.97,8.99,114.12,32.05,39.32
1497867428,HEKMAT,MD,2,1,SAN DIEGO,921283409,11,CA,US,1,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,706,319,706,108.06,0,188,0,73.69
1245232800,O'CONNOR,MD,1,1,TOLEDO,436082625,31,OH,US,14,Cardiology,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,213,168,188,8.42,0,25.61,3.81,6.74
1215932835,SCHENCK,A.R.N.P.,2,1,TAMPA,336242038,1,FL,US,4,Nurse Practitioner,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,42,31,42,11.02,0,25,0,11.02
1942341078,SASAKI,P.T.,2,1,HONOLULU,968223793,49,HI,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,13,13,13,77.78,0,118.91,1.43,62.22
1255315404,MCKILLOP,NP,2,1,ESCONDIDO,920261925,11,CA,US,4,Nurse Practitioner,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,11,11,11,64.13,0,79,0,30.81
1992744650,SCHERTZ,MD,1,1,GREENSBORO,274053654,6,NC,US,12,Nephrology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,176,109,176,96.79,0,162.02,45.01,77.43
1396748562,GESZLER,MD,2,1,FAYETTEVILLE,283035426,6,NC,US,42,Obstetrics/Gynecology,Y,O,81002,"Urinalysis, manual test",N,118,95,118,3.62,0,17,0,3.62
1992072482,ST. LEGER,D.O.,2,1,GALLUP,873011337,34,NM,US,2,Family Practice,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,35,35,35,10,0,10,0,10
1174632467,RITE AID OF TENNESSEE INC,O,3,2,SELMER,383752307,25,TN,US,10,Mass Immunization Roster Biller,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,18,18,18,65.77,0,65.77,0,65.77
1972582005,GELTSER,MD,2,1,ENGLEWOOD,801102336,37,CO,US,13,Anesthesiology,Y,F,740,Anesthesia for procedure on gastrointestinal tract using an endoscope,N,12,11,12,181.11,34.47,1234.92,234.17,144.89
1497922553,HELFT,MD,1,1,FISHKILL,125242281,13,NY,US,31,Gastroenterology,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,60,56,60,39.23,0,113.3,49.56,29.29
1548280464,MOOSA,MD,1,1,KENNEWICK,993366300,2,WA,US,14,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",N,134,125,134,191.11,11.2,656.57,39.59,140.35
1184656282,SENGUPTA,MD,1,1,LEBANON,37561000,38,NH,US,20,Orthopedic Surgery,Y,F,99205,"New patient office or other outpatient visit, typically 60 minutes",N,30,30,30,163.15,1.47,219.43,5.75,126.49
1396814315,LESKO,MD,1,1,LYNCHBURG,245011460,21,VA,US,13,Anesthesiology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,39,34,39,41.61,0,44.13,6.95,33.29
1154328011,EYRE,MD,1,1,SOUTH LAKE TAHOE,961503485,11,CA,US,19,General Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,45,31,45,44.43,0,83.96,6.55,32.16
1891760864,TULLIS,MD,1,1,MOUNTAIN HOME,726532955,12,AR,US,5,Diagnostic Radiology,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,70,70,70,27.81,0,174,0,20.34
1982612214,SCHMIDT,MD,1,1,TAMPA,336076307,1,FL,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,71,68,71,61.77,0,300,0,47.58
1588697668,ISHAQ,MD,1,1,LEESBURG,201758743,21,VA,US,12,Nephrology,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,203,188,203,113.66,0,300,0,90.93
1598759219,PHILLIPS,OD,1,1,WINTER HAVEN,338814537,1,FL,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,84,75,84,70,0,70,0,50.54
1700878980,GANATRA,MD,1,1,HASTINGS,689014453,30,NE,US,24,Pulmonary Disease,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,35,34,35,130.59,0,218,0,99.66
1154542686,RIVERA-KOLB,MD,1,1,CONYERS,300945768,36,GA,US,16,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,74,72,74,112.12,0,784.54,17.32,85.72
1417041088,WALKER,ARNP,2,1,KANSAS CITY,66160,8,KS,US,4,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,263,149,263,83.93,0,188,0,61.01
1841265527,CHAHAL,MD,2,1,CLEVELAND,441950001,31,OH,US,31,Gastroenterology,Y,F,99203,"New patient office or other outpatient visit, typically 30 minutes",N,23,23,23,74.44,0,295,0,59.55
1770585127,STRAIN,MD,1,1,HOLLYWOOD,330215424,1,FL,US,20,Orthopedic Surgery,Y,O,73560,"X-ray of knee, 1 or 2 views",N,20,15,18,34.25,0,98,0,27.4
1992878623,LIPMAN,MD,1,1,HONOLULU,968133009,49,HI,US,55,Interventional Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",N,17,17,17,9.25,0,23.47,0.5,5.36
1497909741,BLANCHARD,DPM,1,1,WEST CHESTER,450696542,31,OH,US,34,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,186,130,186,41.06,0,55,0,32.53
1982637856,NAU,MD,1,1,APOPKA,327035610,1,FL,US,2,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,50,50,50,161.11,0,175.8,23.05,92.84
1366482028,BALDWIN,MD,1,1,LOUISVILLE,402074605,41,KY,US,5,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,58,56,57,10.58,0,54,0,8.46
1164426755,RHODES,D.O.,1,1,KIRKSVILLE,635011443,16,MO,US,16,Emergency Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,13,13,13,17.2,0,119,0,13.76
1538127568,GABAEFF,MD,2,1,LAS VEGAS,891064894,32,NV,US,5,Diagnostic Radiology,Y,F,93970,Ultrasound scan of veins of arms or legs including assessment of compression and functional maneuvers,N,85,85,85,33.55,0,156,0,26.21
1659335941,WUN,MD,1,1,NEW YORK,100382612,13,NY,US,53,Vascular Surgery,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,189,70,189,41.86,0.13,100,0,33.39
