National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Code,Country Code,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1326042052,BURKLE,MD,M,I,ATLANTA,303091709,GA,US,Cardiology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,72,43,72,100.32,0.57,210,0,80.26
1578556734,SNAVELY-DICKOW,OD,F,I,LITITZ,175431941,PA,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",N,45,45,45,112,0,112,0,86.58
1093728883,MLOT,MD,M,I,WILMINGTON,284017307,NC,US,Gastroenterology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,968,635,968,40.32,0,75,0,30.12
1609871607,SEGARS,MD,M,I,IUKA,388521132,MS,US,Family Practice,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,69,63,69,48.18,0.17,84,0,38.55
1104824945,BUSHNELL,DO,M,I,VINCENNES,475912709,IN,US,Internal Medicine,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,30,30,30,187.66,0,201.67,8.98,150.13
1033116215,LONG,MD,M,I,WENATCHEE,988013370,WA,US,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,18,18,18,103.03,0,214,0,82.42
1952378325,ODGERS,MD,M,I,PITTSBURG,667626609,KS,US,Internal Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,68,58,68,127.58,0,151.18,9.63,102.06
1659364339,MURFEE,MD,M,I,EL DORADO,717304583,AR,US,Urology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,690,368,690,64.41,0,113,0,46.61
1801882592,DANG,MD,M,I,OCEANSIDE,920564506,CA,US,Internal Medicine,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,140,135,140,197.36,15.27,352,0,157.89
1922017664,BHATIA,MD,F,I,MILWAUKEE,53215,WI,US,Family Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,27,26,27,3,0,24.3,6.02,3
1902916984,GARTLAND,D.O.,M,I,YORK,174035176,PA,US,Internal Medicine,Y,O,20610,Aspiration or injection of large joint or joint capsule,N,29,20,29,66.9,0,130,0,51.67
1144458233,GARCIA ALEMANY,MD,M,I,MIAMI BEACH,331402891,FL,US,Rheumatology,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,28,23,27,25.76,0,42.14,9.77,20.61
1780786830,MOORE,MD,M,I,SEYMOUR,378655047,TN,US,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,214,134,214,11.02,0,26,0,10.85
1114965225,ROSSI,MD,M,I,HOPEDALE,617470267,IL,US,General Surgery,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,177,49,177,18.46,0,35,0,13.75
1902871981,STEVENS,MD,M,I,CARY,275116647,NC,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,43,43,43,157.79,0,346,0,157.79
1992748180,WHITE,MD,M,I,FAYETTEVILLE,258409589,WV,US,Family Practice,Y,O,71010,"X-ray of chest, 1 view, front",N,24,24,24,20.84,0,55,0,15.28
1134305402,SALCEDO,MD,F,I,MORTON GROVE,600532953,IL,US,Internal Medicine,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,14,14,14,177.39,0,245,0,177.39
1073565891,DAMIAN,MD,M,I,BRYAN,77802,TX,US,Family Practice,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,32,21,32,98.43,0.24,225,0,78.75
1174782296,MUPPURI,MD,F,I,WHITE PLAINS,106014710,NY,US,Critical Care (Intensivists),Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,55,54,55,148.54,0,475,0,118.83
1124094040,CHISHOLM,MD,M,I,MORGANTOWN,26506,WV,US,Ophthalmology,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,191,95,191,117.33,0,132.48,31.98,87.03
1396905832,MORTEL,MD,F,I,WOONSOCKET,28953224,RI,US,Geriatric Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,25,25,25,167.17,0,210.08,26.12,129.26
1649352543,ZIADEH,MD,M,I,ANN ARBOR,481095042,MI,US,Physical Medicine and Rehabilitation,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,61,29,61,73.49,0,151,0,58.79
1528050838,GRIFFITH,MD,M,I,MARIETTA,300607282,GA,US,Internal Medicine,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,27,27,27,62.59,4.14,118.78,55.65,62.59
1689835787,DAVIS,MD,M,I,ANDERSON,296215717,SC,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,160,77,160,97.84,2,177,0,67.21
1942203112,SAMBUCHI,MD,M,I,NIAGARA FALLS,143051338,NY,US,Neurology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,33,32,33,127.56,0,161.7,0,92.31
1104865153,GHAZVINI,MD,M,I,LAGUNA HILLS,926533616,CA,US,Internal Medicine,Y,F,71020,"X-ray of chest, 2 views, front and side",N,31,31,31,11.36,0,75,0,9.09
1083627236,MILLER,DO,M,I,CLIVE,503257007,IA,US,Family Practice,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,151,151,151,12.07,0.14,25.89,0.91,12.07
1588673552,AUSUBEL,MD,M,I,VALLEY STREAM,11580,NY,US,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,23,23,23,13.84,0.2,52.17,10.2,13.84
1962412593,DEMIRCI,MD,M,I,ANN ARBOR,481051912,MI,US,Ophthalmology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,83,79,83,80.64,0,85.92,8.29,57.51
1225198187,VADDE,MD,M,I,STATEN ISLAND,103044318,NY,US,Internal Medicine,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,"2,370","1,313","2,123",9.45,0,16,0,7.51
1134233349,KRUEGER,MD,M,I,MEEKER,816413238,CO,US,Family Practice,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,26,24,26,102.79,0,170,0,82.23
1831168442,MARTINEZ,MD P.A.,M,I,MIAMI,331753582,FL,US,General Surgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,27,20,27,151.96,0,342.59,17.76,120.74
1033237995,FOX,O,M,I,PLAINVIEW,11803,NY,US,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,100,99,100,126.54,0,486.18,5.74,98.61
1194714758,HEPP,MD,M,I,CLEARWATER,337563354,FL,US,Cardiology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,"2,101",664,"2,101",19.51,0,20.36,1.29,13.47
1437178704,GREEN,CRNA,F,I,LIVINGSTON,590473727,MT,US,CRNA,Y,F,142,Anesthesia for lens surgery,N,11,11,11,164.6,10.99,616.36,44.98,131.68
1265461776,GILLETT,PA,F,I,ROCHESTER,146420001,NY,US,Physician Assistant,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,12,12,12,137.64,0,500,0,110.11
1780661074,WILLIAMS,D.O.,M,I,LAFAYETTE,479042164,IN,US,Family Practice,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,157,80,157,68.7,0.95,156,0.01,54.96
1194830158,PENNACHIO,MD,M,I,CHESTNUT HILL,24671715,MA,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,341,292,341,111.56,0,225,0,77.66
1033236518,CHESNUT,MD,M,I,ALBUQUERQUE,871022568,NM,US,Orthopedic Surgery,Y,O,20610,Aspiration or injection of large joint or joint capsule,N,231,66,170,58.96,16.98,189.78,49.78,46.63
1104893445,WATZMAN,DO,M,I,WINTER PARK,327922272,FL,US,Family Practice,Y,O,G0009,Administration of pneumococcal vaccine,N,15,15,15,23.78,0,25,0,23.78
1477560712,MORGAN,DO,M,I,JOPLIN,64804,MO,US,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,164,164,164,164.12,0,337.04,62.58,117.24
1902803224,JONES,MD,F,I,MYRTLE BEACH,295887209,SC,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,140,140,140,98.15,0.01,99.75,6.3,70.82
1043242795,PAREKH,MD,M,I,LOS ANGELES,900335324,CA,US,General Surgery,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,28,13,28,26.44,0,110,0,20.39
1225030646,AMBE,MD,F,I,HAMILTON,450115544,OH,US,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,11,11,11,13.87,0.2,27,0,13.87
1558356824,GOICOECHEA,OD,M,I,HAMILTON,598401150,MT,US,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,513,474,513,105,0,105,0,65.03
1578538237,SCHECHTER,MD,M,I,PLANTATION,333243179,FL,US,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,121,69,121,74.59,0,170,0,58.08
1568551943,CLENEY,O,F,I,LATHAM,121102490,NY,US,Family Practice,Y,O,G0009,Administration of pneumococcal vaccine,N,12,12,12,22.92,0,30,0,22.92
1164428090,CORDASCO,D.O.,M,I,COLUMBUS,432143907,OH,US,Pulmonary Disease,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,33,32,33,97.88,0,153.45,11.6,76.7
1366436925,MATTHEWS,MD,M,I,MERIDIAN,393014158,MS,US,General Surgery,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,16,15,16,21.67,0,33,2.65,16.26
1710934278,BERONIO,DPM,M,I,WALDWICK,7463,NJ,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,285,156,285,74.37,2.03,85.94,3.47,56.88
1902907009,STRAYER,MD,M,I,MUNCIE,47304,IN,US,Ophthalmology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,77,77,77,99.32,0,110,0,68.56
1255333407,TAW,MD,M,I,SANTA MONICA,904042208,CA,US,Cardiology,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,599,355,597,3,0,10,0,2.99
1346295151,SAROSI,MD,M,I,FORT WAYNE,468054638,IN,US,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,N,53,53,53,10.6,0,33.83,0.99,7.84
1295750180,GLINSKI,PA,F,I,BONDUEL,54107,WI,US,Physician Assistant,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,15,15,15,12.3,0.5,18.66,2.68,12.3
1730126988,THORLUND,PA-C,M,I,GRAND RAPIDS,495032560,MI,US,Physician Assistant,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,139,136,139,141.65,0,495.8,21.43,112.71
1417951039,CAIN,MD,M,I,MOGADORE,442602205,OH,US,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,102,100,102,22.93,0,32.38,1.99,22.93
1942288410,MILLER,MD,M,I,PEABODY,19601668,MA,US,Physical Medicine and Rehabilitation,Y,O,73030,"X-ray of shoulder, minimum of 2 views",N,68,32,32,16.47,6.77,70.26,29.92,12.8
1568571446,HAUN,D.O.,M,I,ROCKPORT,78382,TX,US,Family Practice,Y,O,73030,"X-ray of shoulder, minimum of 2 views",N,30,16,16,15.46,6.14,29.67,12.62,7.73
1588807440,WALGREEN CO,O,O,O,DENTON,762103802,TX,US,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,232,231,232,19.4,0,19.4,0,19.4
1447294624,SINGH,MD,M,I,FREMONT,945364186,CA,US,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,89,86,89,13.77,0.18,35,0,13.77
1215917018,CUNNINGHAM,MD,M,I,OCALA,344705667,FL,US,Emergency Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,797,544,797,70.65,0,153,0,48.96
1124137526,K & B LOUISIANA CORPORATION,O,O,O,BATON ROUGE,708161277,LA,US,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,71,71,71,18.86,3.31,19.92,4.31,18.86
1487738266,HELMICK,MD,M,I,KEARNEY,688453456,NE,US,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,106,106,106,22.15,0.12,22.15,0.12,22.15
1174795371,BRENES-DORSO,MD,F,I,WATERBURY,67061253,CT,US,Internal Medicine,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,68,68,68,178.15,0,310,0,178.15
1225004351,ANDERSON,MD,M,I,IRVING,75038,TX,US,Family Practice,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,48,46,48,19.02,0.03,50,0,13.4
1245265438,GARCIA,MD,M,I,RIO RANCHO,871241687,NM,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,32,24,32,66.85,0.12,93,0,44.17
1417931700,KUMAR,MD,M,I,DES MOINES,503091423,IA,US,Infectious Disease,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,13,12,13,39,0,74,0,28.82
1881683068,SAHAY,MD,F,I,GROTON,14501298,MA,US,Internal Medicine,Y,O,83036,Hemoglobin A1C level,N,201,100,201,13.75,0,20,0,13.75
1518123041,JOHNSON,MD,M,I,ABERDEEN,985201066,WA,US,Diagnostic Radiology,Y,F,71010,"X-ray of chest, 1 view, front",N,212,151,203,8.36,0,11.4,9.93,6.6
1669584835,VAN HORN,DO,F,I,ENNIS,751195644,TX,US,Family Practice,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,11,11,11,20.65,0,35,0,10.51
1205038262,PATEL,MD,M,I,PALM BEACH GARDENS,334183701,FL,US,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,87,81,87,74.57,0.04,170.21,37.48,54.77
1629026380,FISHERKELLER,MD,M,I,WILLIMANTIC,62261225,CT,US,Cardiology,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,962,699,962,20.75,0,61.08,1,14.67
1265609127,ANCION,MD,M,I,BROOKLYN,112033011,NY,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,98,98,98,71,5.11,158.68,55.68,56.8
1750335014,NOBLE,MD,M,I,BEND,977016051,OR,US,Cardiology,Y,O,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,34,31,32,8.29,0,23,0,6.44
1407131246,COX,RN FNP-BC,F,I,LUBBOCK,794153300,TX,US,Nurse Practitioner,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,12,11,12,19.13,0,40,0,15.3
1053424853,FALK,MD,M,I,GREEN BAY,543044824,WI,US,Colorectal Surgery (formerly proctology),Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,34,30,34,40.94,0,104.47,1.14,26.51
1588840730,TANG,MD,F,I,CHICAGO,606123841,IL,US,Internal Medicine,Y,F,99220,Hospital observation care typically 70 minutes,N,23,23,23,192.93,0,471,0,147.77
1285611228,CARLSON,MD,F,I,MINNEAPOLIS,554081906,MN,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,N,20,20,20,19.75,1.09,19.75,1.09,19.75
1265480784,JAIN,MD,M,I,HAWTHORNE,105322140,NY,US,Cardiology,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,N,347,275,334,9.45,0,30,0,7.54
1639226731,PEREIRA,MD,M,I,MUSCATINE,527612286,IA,US,Dermatology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,422,329,422,39,0,53.04,22.51,28.49
1740229368,CABAN,MD,F,I,MIAMI,331292123,FL,US,Diagnostic Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",N,56,55,55,11.17,0,50,0,7.66
1770523094,CHEN,MD,F,I,BOSTON,21182526,MA,US,Internal Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,253,104,253,222.06,2.34,593,0,176.73
1356427512,ELSHEIKH,MD,M,I,LA MESA,919423020,CA,US,Gastroenterology,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,43,43,43,198.66,0,298.84,7.54,158.93
1912994435,FELL,MD,M,I,AURORA,800124535,CO,US,Internal Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,547,185,547,3,0,3.09,0.28,3
1922084938,ROBERTS,DO,M,I,DETROIT,482012153,MI,US,Orthopedic Surgery,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,45,42,45,80.64,0,136.07,14.22,63.82
1437162104,BRAININ,O,F,I,BIRMINGHAM,35233,AL,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,270,163,270,64.28,0,148.43,8.04,38.47
1073512745,ROSENTHAL,MD,M,I,PROVO,846046630,UT,US,Pain Management,Y,O,76942,Ultrasonic guidance imaging supervision and interpretation for insertion of needle,N,73,36,71,189.58,0,325,0,142.73
1285720037,LAZZOPINA,O,F,I,WOONSOCKET,2895,RI,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,23,23,23,89,0,89,0,65.01
1336162056,GARNER,A.R.N.P.,F,I,OKMULGEE,744476303,OK,US,Nurse Practitioner,Y,O,G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,37,37,37,29.01,0,132,0,29.01
1033221551,GLATTKE,P.T.,M,I,LAFAYETTE,945493588,CA,US,Physical Therapist,Y,O,97140,"Manual (physical) therapy techniques to 1 or more regions, each 15 minutes",N,"1,319",75,638,30.46,3.38,49.01,0.11,23.92
1114020419,WEST,MD,M,I,TRIADELPHIA,260591044,WV,US,Emergency Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,12,12,12,64.97,0,121.25,10.83,43.82
1740223825,STODDARD,D.O.,M,I,MOUNT CLEMENS,480432920,MI,US,Diagnostic Radiology,Y,F,73030,"X-ray of shoulder, minimum of 2 views",N,21,20,20,10.9,0,21,0,8.72
1528043148,ALSTON,MD,F,I,SNOW HILL,28580,NC,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,423,205,423,67.17,0,69.15,3.31,42.77
1104870708,OLT,MD,F,I,PEORIA,616145098,IL,US,Obstetrics/Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,92,53,92,68.07,0,115.9,6.39,48.81
1427166859,PAPIZAN,MD,F,I,HATTIESBURG,394017246,MS,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,34,34,34,66.01,0,121,0,51.26
1508965666,KEYVANI,MD,M,I,SAN DIEGO,921232701,CA,US,Neurology,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,50,37,50,220.05,0,640.2,54.29,176.04
1508819004,PARADA,MD,M,I,PHILLIPSBURG,88651690,NJ,US,General Surgery,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,338,308,338,179.61,0,1029.92,16.55,140.4
1497703383,SANDERS,MD,M,I,LOUISVILLE,402161727,KY,US,Diagnostic Radiology,Y,F,73630,"X-ray of foot, minimum of 3 views",N,61,57,60,7.82,0.01,37.15,1.14,5.86
1932139078,HUBER,MD,M,I,BALTIMORE,212022102,MD,US,Gastroenterology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,20,20,20,140.59,0,188,0,112.47
1528143856,BODLEY,MD,M,I,GRAND RAPIDS,495062969,MI,US,Internal Medicine,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,94,94,94,160.59,0,247.68,5,160.59
1093741910,CLAY,MD,M,I,FAYETTEVILLE,727034057,AR,US,Internal Medicine,Y,O,83036,Hemoglobin A1C level,N,109,69,109,13.75,0,38,0,13.75
1871687202,NEWTS PHARMACY LLC,O,O,O,BRIGHTON,21355033,MA,US,Mass Immunization Roster Biller,Y,O,G0008,Administration of influenza virus vaccine,N,32,32,32,26.86,0,147.59,39.41,26.86
1043281256,MANN,MD,M,I,TULSA,741045344,OK,US,Emergency Medicine,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,11,11,11,125.8,0,265.18,25.84,100.64
1992805782,JOHNSON,MD,F,I,CHICAGO,606172247,IL,US,Gastroenterology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,16,16,16,145.69,0,250,0,116.55
1790982791,RONDON-BERRIOS,MD,M,I,PITTSBURGH,152131481,PA,US,Nephrology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,24,24,24,130.19,0.97,340.08,6.36,104.15
1063484590,BERG-PATEL,MD,F,I,MINNEAPOLIS,554143233,MN,US,Psychiatry,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,12,12,12,161.16,0,347,0,96.7
1437167129,GOPALASWAMY,MD,M,I,SUNRISE,333516637,FL,US,Neurology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,141,71,141,74.59,0,140,0,55.83
1871588137,HSIA,MD,F,I,LISLE,605321673,IL,US,Obstetrics/Gynecology,Y,O,G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,20,20,20,40.06,0,80.8,0.6,40.06
